t,x
1.97,1.0173158846104686
1.98,1.0168443660903521
1.99,1.0163733194690812
2.0,1.0159027442781188
2.0100000000000002,1.015432639594721
2.02,1.0149630038074626
2.0300000000000002,1.0144938364263631
2.04,1.0140251370198763
2.05,1.013556905156456
2.06,1.0130891404045552
2.07,1.012621842332628
2.08,1.0121550105091282
2.09,1.011688644502509
2.1,1.0112227438812242
2.11,1.0107573082137276
2.12,1.0102923370684724
2.13,1.0098278300139125
2.14,1.0093637866185015
2.15,1.008900206450693
2.16,1.0084370890789405
2.17,1.0079744340716978
2.18,1.0075122409974184
2.19,1.007050509424556
2.2,1.0065892389215645
2.21,1.006128429056897
2.22,1.0056680793990074
2.23,1.0052081895163492
2.24,1.004748758977376
2.25,1.0042897873505416
2.2600000000000002,1.0038312742042996
2.27,1.0033732191071036
2.2800000000000002,1.002915621627407
2.29,1.0024584813336637
2.3000000000000003,1.0020017977943272
2.31,1.0015455705778513
2.32,1.0010897992526893
2.33,1.0006344833872949
2.34,1.000179622550122
2.35,0.9997252163096239
2.36,0.9992712642342544
2.37,0.998817765892467
2.38,0.9983647208527154
2.39,0.9979121286834532
2.4,0.9974599889531341
2.41,0.9970083012302118
2.42,0.9965570650831396
2.43,0.9961062800803713
2.44,0.9956559457903605
2.45,0.9952060617815609
2.46,0.9947566276224261
2.47,0.9943076428814096
2.48,0.9938591071269652
2.49,0.9934110199275463
2.5,0.9929633808516067
2.5100000000000002,0.9925161894676001
2.52,0.9920694453439799
2.5300000000000002,0.9916231480491998
2.54,0.9911772971517134
2.5500000000000003,0.9907318922199745
2.56,0.9902869328224364
2.57,0.9898424185275531
2.58,0.9893983489037779
2.59,0.9889547235195645
2.6,0.9885115419433667
2.61,0.9880688037436379
2.62,0.9876265084888318
2.63,0.9871846557474021
2.64,0.9867432450878023
2.65,0.9863022760784861
2.66,0.9858617482879071
2.67,0.9854216612845188
2.68,0.984982014636775
2.69,0.9845428079131293
2.7,0.9841040406820354
2.71,0.9836657125119467
2.72,0.9832278229713168
2.73,0.9827903716285996
2.74,0.9823533580522485
2.75,0.9819167818107173
2.7600000000000002,0.9814806424724594
2.77,0.9810449396059285
2.7800000000000002,0.9806096727795783
2.79,0.9801748415618624
2.8000000000000003,0.9797404455212344
2.81,0.979306484226148
2.82,0.9788729572450566
2.83,0.9784398639538444
2.84,0.9780072027755391
2.85,0.9775749731177458
2.86,0.977143174582988
2.87,0.9767118067737895
2.88,0.9762808692926738
2.89,0.9758503617421644
2.9,0.975420283724785
2.91,0.974990634843059
2.92,0.9745614146995101
2.93,0.9741326228966618
2.94,0.9737042590370378
2.95,0.9732763227231616
2.96,0.9728488135575567
2.97,0.9724217311427468
2.98,0.9719950750812553
2.99,0.9715688449756059
3.0,0.9711430404283222
3.0100000000000002,0.9707176610419277
3.02,0.970292706418946
3.0300000000000002,0.9698681761619007
3.04,0.9694440698733153
3.0500000000000003,0.9690203871557135
3.06,0.9685971276116186
3.0700000000000003,0.9681742908435546
3.08,0.9677518764540447
3.09,0.9673298840456126
3.1,0.966908313220782
3.11,0.9664871635820762
3.12,0.9660664347320189
3.13,0.9656461262731338
3.14,0.9652262378079444
3.15,0.9648067689389742
3.16,0.9643877192687468
3.17,0.9639690883997858
3.18,0.9635508759346147
3.19,0.9631330814757573
3.2,0.9627157046257369
3.21,0.9622987449870771
3.22,0.9618822021623017
3.23,0.9614660757539341
3.24,0.9610503653644977
3.25,0.9606350705965165
3.2600000000000002,0.9602201910525138
3.27,0.9598057263350132
3.2800000000000002,0.9593916760465383
3.29,0.9589780397896126
3.3000000000000003,0.9585648171667598
3.31,0.9581520077805034
3.3200000000000003,0.9577396112333669
3.33,0.9573276271278741
3.34,0.9569160550665484
3.35,0.9565048946519134
3.36,0.9560941454864925
3.37,0.9556838071728097
3.38,0.9552738793133881
3.39,0.9548643615107516
3.4,0.9544552533674237
3.41,0.9540465544859278
3.42,0.9536382644687877
3.43,0.9532303829185269
3.44,0.9528229094376689
3.45,0.9524158436287373
3.46,0.9520091850942558
3.47,0.9516029334367478
3.48,0.9511970882587371
3.49,0.9507916491627469
3.5,0.9503866157513011
3.5100000000000002,0.9499819876269231
3.52,0.9495777643921366
3.5300000000000002,0.9491739456494651
3.54,0.9487705310014323
3.5500000000000003,0.9483675200505615
3.56,0.9479649123993764
3.5700000000000003,0.9475627076504007
3.58,0.9471609054061578
3.59,0.9467595052691714
3.6,0.946358506841965
3.61,0.9459579097270623
3.62,0.9455577135269866
3.63,0.9451579178442617
3.64,0.9447585222814111
3.65,0.9443595263870939
3.66,0.9439609286852865
3.67,0.9435627283823123
3.68,0.9431649251146011
3.69,0.9427675185185833
3.7,0.9423705082306889
3.71,0.941973893887348
3.72,0.9415776751249907
3.73,0.9411818515800471
3.74,0.9407864228889473
3.75,0.9403913886881216
3.7600000000000002,0.9399967486139997
3.77,0.9396025023030122
3.7800000000000002,0.9392086493915889
3.79,0.93881518951616
3.8000000000000003,0.9384221223131557
3.81,0.938029447419006
3.8200000000000003,0.9376371644701409
3.83,0.9372452731029908
3.84,0.9368537729539855
3.85,0.9364626636595554
3.86,0.9360719448561305
3.87,0.9356816161801409
3.88,0.9352916772680167
3.89,0.934902127756188
3.9,0.9345129672810849
3.91,0.9341241954791375
3.92,0.933735811986776
3.93,0.9333478164404305
3.94,0.9329602084765312
3.95,0.9325729877315079
3.96,0.932186153841791
3.97,0.9317997064438105
3.98,0.9314136451739966
3.99,0.9310279696687792
4.0,0.9306426795645887
4.01,0.9302577744978551
4.0200000000000005,0.9298732541050083
4.03,0.9294891180224787
4.04,0.9291053658866963
4.05,0.9287219973340912
4.0600000000000005,0.9283390120010936
4.07,0.9279564095241335
4.08,0.927574189539641
4.09,0.9271923516840463
4.1,0.9268108955937795
4.11,0.9264298209052707
4.12,0.92604912725495
4.13,0.9256688142792475
4.14,0.9252888816145934
4.15,0.9249093288974176
4.16,0.9245301557641505
4.17,0.924151361851222
4.18,0.9237729467950623
4.19,0.9233949102321015
4.2,0.9230172517987697
4.21,0.922639971131497
4.22,0.9222630678667135
4.23,0.9218865416408494
4.24,0.9215103920903347
4.25,0.9211346188515995
4.26,0.9207592215610741
4.2700000000000005,0.9203841998551885
4.28,0.9200095533703727
4.29,0.919635281743057
4.3,0.9192613846096714
4.3100000000000005,0.918887861606646
4.32,0.918514712370411
4.33,0.9181419365373965
4.34,0.9177695337440325
4.3500000000000005,0.9173975036267492
4.36,0.9170258458219768
4.37,0.9166545599661452
4.38,0.9162836456956847
4.39,0.9159131026470252
4.4,0.9155429304565971
4.41,0.9151731287608302
4.42,0.914803697196155
4.43,0.9144346353990013
4.44,0.9140659430057991
4.45,0.9136976196529789
4.46,0.9133296649769707
4.47,0.9129620786142044
4.48,0.9125948602011102
4.49,0.9122280093741184
4.5,0.911861525769659
4.51,0.9114954090241619
4.5200000000000005,0.9111296587740575
4.53,0.9107642746557758
4.54,0.9103992559435072
4.55,0.9100346012074335
4.5600000000000005,0.9096703100421828
4.57,0.9093063821150029
4.58,0.9089428170931416
4.59,0.9085796146438467
4.6000000000000005,0.9082167744343659
4.61,0.907854296131947
4.62,0.9074921794038379
4.63,0.907130423917286
4.64,0.9067690293395395
4.65,0.9064079953378459
4.66,0.9060473215794531
4.67,0.9056870077316088
4.68,0.9053270534615607
4.69,0.9049674584365568
4.7,0.9046082223238446
4.71,0.9042493447906721
4.72,0.9038908255042869
4.73,0.9035326641319369
4.74,0.9031748603408697
4.75,0.9028174137983332
4.76,0.9024603241715752
4.7700000000000005,0.9021035911278433
4.78,0.9017472143343855
4.79,0.9013911934584494
4.8,0.9010355281672828
4.8100000000000005,0.9006802181281335
4.82,0.9003252630082492
4.83,0.8999706624748779
4.84,0.899616416195267
4.8500000000000005,0.8992625238366645
4.86,0.8989089850663182
4.87,0.8985557995514758
4.88,0.8982029669593851
4.89,0.8978504869572937
4.9,0.8974983592124496
4.91,0.8971465833921004
4.92,0.8967951591634941
4.93,0.8964440861938783
4.94,0.8960933641505006
4.95,0.8957429927006091
4.96,0.8953929715114514
4.97,0.8950433002502752
4.98,0.8946939785843285
4.99,0.8943450061808589
5.0,0.8939963827071142
5.01,0.8936481078303421
5.0200000000000005,0.8933001812177905
5.03,0.892952602536707
5.04,0.8926053714543397
5.05,0.892258487637936
5.0600000000000005,0.8919119507547438
5.07,0.891565760472011
5.08,0.8912199164569852
5.09,0.8908744183769142
5.1000000000000005,0.8905292658990457
5.11,0.8901844586906277
5.12,0.8898399964189078
5.13,0.8894958787511338
5.14,0.8891521053545534
5.15,0.8888086758964144
5.16,0.8884655900439647
5.17,0.888122847464452
5.18,0.8877804478251241
5.19,0.8874383907932286
5.2,0.8870966760360134
5.21,0.8867553032207263
5.22,0.886414272014615
5.23,0.8860735820849273
5.24,0.8857332330989109
5.25,0.8853932247238137
5.26,0.8850535566268833
5.2700000000000005,0.8847142284753676
5.28,0.8843752399365145
5.29,0.8840365906775715
5.3,0.8836982803657865
5.3100000000000005,0.8833603086684071
5.32,0.8830226752526813
5.33,0.8826853797858568
5.34,0.8823484219351814
5.3500000000000005,0.8820118013679028
5.36,0.8816755177512687
5.37,0.8813395707525271
5.38,0.8810039600389256
5.39,0.8806686852777119
5.4,0.8803337461361339
5.41,0.8799991422814394
5.42,0.8796648733707138
5.43,0.8793309382331024
5.44,0.8789973360223606
5.45,0.8786640664339418
5.46,0.878331129163299
5.47,0.8779985239058855
5.48,0.8776662503571545
5.49,0.8773343082125592
5.5,0.8770026971675529
5.51,0.8766714169175884
5.5200000000000005,0.8763404671581193
5.53,0.8760098475845988
5.54,0.8756795578924798
5.55,0.8753495977772158
5.5600000000000005,0.8750199669342597
5.57,0.8746906650590649
5.58,0.8743616918470846
5.59,0.8740330469937718
5.6000000000000005,0.8737047301945801
5.61,0.8733767411449622
5.62,0.8730490795403717
5.63,0.8727217450762615
5.64,0.872394737448085
5.65,0.8720680563512954
5.66,0.8717417014813457
5.67,0.8714156725336892
5.68,0.8710899692037792
5.69,0.8707645911870688
5.7,0.8704395381790112
5.71,0.8701148098750596
5.72,0.8697904059706673
5.73,0.8694663261612872
5.74,0.8691425701423728
5.75,0.8688191376093771
5.76,0.8684960282577535
5.7700000000000005,0.8681732417829551
5.78,0.8678507778804351
5.79,0.8675286362456466
5.8,0.8672068165740429
5.8100000000000005,0.8668853185610771
5.82,0.8665641419022025
5.83,0.8662432862928724
5.84,0.8659227514285397
5.8500000000000005,0.8656025370046578
5.86,0.8652826427166799
5.87,0.8649630682600591
5.88,0.8646438133302486
5.89,0.8643248776227018
5.9,0.8640062608328716
5.91,0.8636879626562114
5.92,0.8633699827881743
5.93,0.8630523209242136
5.94,0.8627349767597824
5.95,0.8624179499903338
5.96,0.8621012403113213
5.97,0.8617848474181978
5.98,0.8614687710064166
5.99,0.861153010771431
6.0,0.860837566408694
6.01,0.860522437613659
6.0200000000000005,0.8602076240817791
6.03,0.8598931255085074
6.04,0.8595789415892973
6.05,0.8592650720196018
6.0600000000000005,0.8589515164948742
6.07,0.8586382747105678
6.08,0.8583253463621355
6.09,0.8580127311450307
6.1000000000000005,0.8577004287547066
6.11,0.8573884388866165
6.12,0.8570767612362133
6.13,0.8567653954989505
6.140000000000001,0.8564543413702811
6.15,0.8561435985456582
6.16,0.8558331667205353
6.17,0.8555230455903655
6.18,0.8552132348506019
6.19,0.8549037341966977
6.2,0.8545945433241061
6.21,0.8542856619282805
6.22,0.8539770897046738
6.23,0.8536688263487393
6.24,0.8533608715559303
6.25,0.8530532250216999
6.26,0.8527458864415013
6.2700000000000005,0.8524388555107877
6.28,0.8521321319250124
6.29,0.8518257153796284
6.3,0.851519605570089
6.3100000000000005,0.8512138019995427
6.32,0.850908303424087
6.33,0.8506031094355906
6.34,0.8502982197553213
6.3500000000000005,0.8499936341045469
6.36,0.8496893522045352
6.37,0.8493853737765541
6.38,0.8490816985418713
6.390000000000001,0.8487783262217548
6.4,0.8484752565374722
6.41,0.8481724892102915
6.42,0.8478700239614804
6.43,0.8475678605123067
6.44,0.8472659985840384
6.45,0.8469644378979431
6.46,0.8466631781752887
6.47,0.8463622191373431
6.48,0.846061560505374
6.49,0.8457612020006492
6.5,0.8454611433444367
6.51,0.8451613842580041
6.5200000000000005,0.8448619244626193
6.53,0.8445627636795502
6.54,0.8442639016300645
6.55,0.8439653380354302
6.5600000000000005,0.8436670726169148
6.57,0.8433691050957863
6.58,0.8430714351933126
6.59,0.8427740626307615
6.6000000000000005,0.8424769871294007
6.61,0.842180208410498
6.62,0.8418837261953214
6.63,0.8415875402051386
6.640000000000001,0.8412916501612173
6.65,0.8409960557848256
6.66,0.8407007567972311
6.67,0.8404057529197017
6.68,0.8401110438735051
6.69,0.8398166293799093
6.7,0.839522509160182
6.71,0.8392286829355912
6.72,0.8389351504274043
6.73,0.8386419113568896
6.74,0.8383489654453146
6.75,0.8380563124139472
6.76,0.8377639519840553
6.7700000000000005,0.8374718838769066
6.78,0.8371801078137691
6.79,0.8368886235159103
6.8,0.8365974307045984
6.8100000000000005,0.8363065291011008
6.82,0.8360159184266858
6.83,0.8357255984026208
6.84,0.8354355687501738
6.8500000000000005,0.8351458291906126
6.86,0.8348563794452051
6.87,0.8345672192352189
6.88,0.834278348281922
6.890000000000001,0.8339897663065822
6.9,0.8337014730304673
6.91,0.833413468174845
6.92,0.8331257514609833
6.93,0.8328383226101499
6.94,0.8325511813436127
6.95,0.8322643273826394
6.96,0.831977760448498
6.97,0.8316914802624561
6.98,0.8314054865457817
6.99,0.8311197790197425
7.0,0.8308343574056064
7.01,0.8305492214246412
7.0200000000000005,0.8302643707981147
7.03,0.8299798052472946
7.04,0.8296955244934489
7.05,0.8294115282578454
7.0600000000000005,0.8291278162617518
7.07,0.828844388226436
7.08,0.8285612438731658
7.09,0.828278382923209
7.1000000000000005,0.8279958050978334
7.11,0.827713510118307
7.12,0.8274314977058974
7.13,0.8271497675818725
7.140000000000001,0.8268683194675001
7.15,0.826587153084048
7.16,0.8263062681527841
7.17,0.8260256643949762
7.18,0.8257453415318919
7.19,0.8254652992847993
7.2,0.8251855367632961
7.21,0.8249060530423508
7.22,0.824626847868483
7.23,0.8243479209884804
7.24,0.824069272149131
7.25,0.8237909010972222
7.26,0.8235128075795417
7.2700000000000005,0.8232349913428773
7.28,0.8229574521340167
7.29,0.8226801896997475
7.3,0.8224032037868575
7.3100000000000005,0.8221264941421343
7.32,0.8218500605123658
7.33,0.8215739026443394
7.34,0.8212980202848429
7.3500000000000005,0.821022413180664
7.36,0.8207470810785905
7.37,0.82047202372541
7.38,0.8201972408679101
7.390000000000001,0.8199227322528787
7.4,0.8196484976271033
7.41,0.8193745367373717
7.42,0.8191008493304717
7.43,0.8188274351531908
7.44,0.8185542939523167
7.45,0.8182814254746372
7.46,0.81800882946694
7.47,0.8177365056760126
7.48,0.817464453848643
7.49,0.8171926737316186
7.5,0.8169211650717273
7.51,0.8166499276157567
7.5200000000000005,0.8163789611104946
7.53,0.8161082653027284
7.54,0.8158378399392462
7.55,0.8155676847668354
7.5600000000000005,0.8152977995322838
7.57,0.8150281839823791
7.58,0.814758837863909
7.59,0.8144897609236611
7.6000000000000005,0.8142209529084232
7.61,0.8139524135649829
7.62,0.8136841426401281
7.63,0.8134161398806462
7.640000000000001,0.8131484050333251
7.65,0.8128809378449524
7.66,0.8126137380623158
7.67,0.8123468054322032
7.68,0.8120801397014019
7.69,0.8118137406166999
7.7,0.8115476079248848
7.71,0.8112817413727443
7.72,0.8110161407070661
7.73,0.8107508056746379
7.74,0.8104857360222473
7.75,0.8102209314966821
7.76,0.8099563918447299
7.7700000000000005,0.8096921168131785
7.78,0.8094281061488156
7.79,0.8091643595984288
7.8,0.8089008769088059
7.8100000000000005,0.8086376578267345
7.82,0.8083747020990022
7.83,0.808112009472397
7.84,0.8078495796937063
7.8500000000000005,0.807587412509718
7.86,0.8073255076672197
7.87,0.807063864912999
7.88,0.8068024839938437
7.890000000000001,0.8065413646565415
7.9,0.8062805066478801
7.91,0.8060199097146472
7.92,0.8057595736036304
7.930000000000001,0.8054994980616175
7.94,0.805239682835396
7.95,0.804980127671754
7.96,0.8047208323174788
7.97,0.8044617965193582
7.98,0.80420302002418
7.99,0.8039445025787318
8.0,0.8036862439298013
8.01,0.8034282438241762
8.02,0.8031705020086443
8.03,0.8029130182299931
8.040000000000001,0.8026557922350103
8.05,0.8023988237704838
8.06,0.8021421125832011
8.07,0.8018856584199501
8.08,0.8016294610275183
8.09,0.8013735201526934
8.1,0.8011178355422632
8.11,0.8008624069430154
8.120000000000001,0.8006072341017375
8.13,0.8003523167652175
8.14,0.8000976546802427
8.15,0.7998432473382575
8.16,0.7995890935992859
8.17,0.7993351931548099
8.18,0.7990815457746435
8.19,0.7988281512286001
8.2,0.7985750092864933
8.21,0.7983221197181367
8.22,0.7980694822933441
8.23,0.797817096781929
8.24,0.7975649629537052
8.25,0.7973130805784862
8.26,0.7970614494260856
8.27,0.796810069266317
8.28,0.7965589398689943
8.290000000000001,0.7963080610039308
8.3,0.7960574324409403
8.31,0.7958070539498364
8.32,0.7955569253004329
8.33,0.7953070462625431
8.34,0.7950574166059808
8.35,0.7948080361005597
8.36,0.7945589045160935
8.370000000000001,0.7943100216223955
8.38,0.7940613871892795
8.39,0.7938130009865594
8.4,0.7935648627840484
8.41,0.7933169723515604
8.42,0.793069329458909
8.43,0.7928219338759077
8.44,0.7925747853723702
8.45,0.7923278837181104
8.46,0.7920812286829414
8.47,0.7918348200366773
8.48,0.7915886575491314
8.49,0.7913427409901176
8.5,0.7910970701294494
8.51,0.7908516447369405
8.52,0.7906064645824044
8.53,0.7903615294356549
8.540000000000001,0.7901168390665054
8.55,0.7898723932447698
8.56,0.7896281917402616
8.57,0.7893842343227944
8.58,0.7891405207621819
8.59,0.7888970508282377
8.6,0.7886538242907754
8.61,0.7884108409196087
8.620000000000001,0.7881681004845511
8.63,0.7879256027554165
8.64,0.7876833475020183
8.65,0.7874413344941702
8.66,0.7871995635016859
8.67,0.7869580342943788
8.68,0.7867167466420628
8.69,0.7864757003145514
8.700000000000001,0.7862348950816582
8.71,0.785994330713197
8.72,0.7857540069789812
8.73,0.7855139236488247
8.74,0.7852740804925409
8.75,0.7850344772799436
8.76,0.7847951137808462
8.77,0.7845559897650626
8.78,0.7843171050024063
8.790000000000001,0.7840784592626908
8.8,0.7838400523157301
8.81,0.7836018839313375
8.82,0.7833639538793267
8.83,0.7831262619295114
8.84,0.7828888078517052
8.85,0.7826515914157218
8.86,0.7824146123913748
8.870000000000001,0.7821778705484776
8.88,0.7819413656568441
8.89,0.781705097486288
8.9,0.7814690658066228
8.91,0.781233270387662
8.92,0.7809977109992194
8.93,0.7807623874111086
8.94,0.7805272993931432
8.950000000000001,0.780292446715137
8.96,0.7800578291469034
8.97,0.7798234464582561
8.98,0.7795892984190087
8.99,0.7793553847989749
9.0,0.7791217053679684
9.01,0.7788882598958027
9.02,0.7786550481522915
9.03,0.7784220699072484
9.040000000000001,0.778189324930487
9.05,0.7779568129918211
9.06,0.7777245338610641
9.07,0.7774924873080298
9.08,0.7772606731025317
9.09,0.7770290910143836
9.1,0.7767977407599029
9.11,0.776566621315191
9.120000000000001,0.7763357322017258
9.13,0.7761050732102529
9.14,0.7758746441315181
9.15,0.7756444447562669
9.16,0.7754144748752452
9.17,0.7751847342791985
9.18,0.7749552227588727
9.19,0.7747259401050134
9.200000000000001,0.7744968861083663
9.21,0.7742680605596771
9.22,0.7740394632496916
9.23,0.7738110939691554
9.24,0.7735829525088141
9.25,0.7733550386594137
9.26,0.7731273522116996
9.27,0.7728998929564176
9.28,0.7726726606843134
9.290000000000001,0.7724456551861327
9.3,0.7722188762526213
9.31,0.7719923236745247
9.32,0.7717659972425889
9.33,0.7715398967475592
9.34,0.7713140219801816
9.35,0.7710883727312018
9.36,0.7708629487913653
9.370000000000001,0.7706377499514179
9.38,0.7704127760021053
9.39,0.7701880267341732
9.4,0.7699635019383674
9.41,0.7697392014054334
9.42,0.7695151249261171
9.43,0.7692912722911641
9.44,0.76906764329132
9.450000000000001,0.7688442377173307
9.46,0.7686210553599417
9.47,0.768398096009899
9.48,0.7681753594579479
9.49,0.7679528454948344
9.5,0.7677305539113041
9.51,0.7675084844981027
9.52,0.7672866370459759
9.53,0.7670650113456694
9.540000000000001,0.7668436071879289
9.55,0.7666224243635
9.56,0.7664014626631286
9.57,0.7661807218775603
9.58,0.7659602017975408
9.59,0.7657399022138158
9.6,0.7655198229171309
9.61,0.765299963698232
9.620000000000001,0.7650803243478647
9.63,0.7648609046567747
9.64,0.7646417044157077
9.65,0.7644227234154093
9.66,0.7642039614466254
9.67,0.7639854183001015
9.68,0.7637670937665835
9.69,0.7635489876368169
9.700000000000001,0.7633310997015474
9.71,0.763113429751521
9.72,0.7628959775774831
9.73,0.7626787429701795
9.74,0.7624617257203559
9.75,0.762244925618758
9.76,0.7620283424561315
9.77,0.761811976023222
9.78,0.7615958261107754
9.790000000000001,0.7613798925095372
9.8,0.7611641750102532
9.81,0.7609486734036691
9.82,0.7607333874805307
9.83,0.7605183170315833
9.84,0.7603034618475731
9.85,0.7600888217192456
9.86,0.7598743964373464
9.870000000000001,0.7596601857926214
9.88,0.7594461895758161
9.89,0.7592324075776763
9.9,0.7590188395889477
9.91,0.758805485400376
9.92,0.7585923448027068
9.93,0.7583794175866859
9.94,0.758166703543059
9.950000000000001,0.7579542024625717
9.96,0.7577419141359699
9.97,0.7575298383539991
9.98,0.7573179749074052
9.99,0.7571063235869336
10.0,0.7568948841833304
10.01,0.7566836564873409
10.02,0.7564726402897111
10.03,0.7562618353811865
10.040000000000001,0.7560512415525128
10.05,0.7558408585944358
10.06,0.755630685772935
10.07,0.7554207223101088
10.08,0.7552109680167571
10.09,0.7550014227040658
10.1,0.7547920861832205
10.11,0.7545829582654073
10.120000000000001,0.754374038761812
10.13,0.7541653274836204
10.14,0.7539568242420185
10.15,0.7537485288481921
10.16,0.753540441113327
10.17,0.7533325608486091
10.18,0.7531248878652244
10.19,0.7529174219743585
10.200000000000001,0.7527101629871975
10.21,0.7525031107149271
10.22,0.7522962649687335
10.23,0.7520896255598021
10.24,0.751883192299319
10.25,0.75167696499847
10.26,0.7514709434684411
10.27,0.7512651275204181
10.28,0.7510595169655867
10.290000000000001,0.7508541116151329
10.3,0.7506489112802427
10.31,0.7504439157721017
10.32,0.7502391249018959
10.33,0.7500345384808113
10.34,0.7498301563200336
10.35,0.7496259782307485
10.36,0.7494220040241423
10.370000000000001,0.7492182335114004
